dataset,policy,block,markets,wins,losses,net_pnl_cents
current,touch_preempt_book0.7_touch0.4_ask55_age180,15,20,11,9,-210.0
current,touch_preempt_book0.7_touch0.4_ask55_age180,16,17,12,5,118.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,1,20,13,7,55.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,2,20,13,7,89.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,4,20,14,6,168.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,5,20,8,12,-352.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,6,20,11,9,-168.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,7,20,15,5,176.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,8,20,12,8,-26.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,9,20,14,6,125.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,10,20,11,9,-182.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,13,20,12,8,-108.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,15,20,11,9,-210.0
current,touch_preempt_book0.7_touch0.4_ask55_age300,16,17,12,5,118.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,1,20,13,7,55.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,2,20,13,7,89.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,4,20,14,6,168.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,5,20,8,12,-352.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,6,20,11,9,-168.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,7,20,15,5,176.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,8,20,12,8,-26.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,9,20,14,6,125.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,10,20,11,9,-182.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,13,20,12,8,-108.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,15,20,11,9,-210.0
current,touch_preempt_book0.7_touch0.4_ask55_age600,16,17,12,5,118.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,1,20,13,7,50.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,2,20,13,7,67.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,4,20,13,7,70.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,5,20,9,11,-260.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,6,20,10,10,-258.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,7,20,14,6,78.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,8,20,12,8,-28.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,9,20,13,7,26.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,10,20,12,8,-103.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,13,20,12,8,-109.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,15,20,12,8,-106.0
current,touch_preempt_book0.7_touch0.4_ask60_age180,16,17,11,6,22.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,1,20,13,7,50.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,2,20,14,6,184.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,4,20,13,7,70.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,5,20,8,12,-352.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,6,20,10,10,-258.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,7,20,14,6,78.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,8,20,12,8,-28.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,9,20,13,7,26.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,10,20,11,9,-185.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,13,20,12,8,-109.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,15,20,12,8,-106.0
current,touch_preempt_book0.7_touch0.4_ask60_age300,16,17,11,6,22.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,1,20,13,7,50.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,2,20,14,6,184.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,4,20,13,7,70.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,5,20,8,12,-352.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,6,20,10,10,-258.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,7,20,14,6,78.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,8,20,12,8,-28.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,9,20,13,7,26.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,10,20,11,9,-185.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,13,20,12,8,-109.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,15,20,12,8,-106.0
current,touch_preempt_book0.7_touch0.4_ask60_age600,16,17,11,6,22.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,1,20,13,7,50.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,2,20,13,7,67.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,4,20,13,7,70.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,5,20,9,11,-260.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,6,20,10,10,-258.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,7,20,14,6,78.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,8,20,12,8,-28.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,9,20,12,8,-67.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,10,20,12,8,-103.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,13,20,12,8,-109.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,15,20,12,8,-106.0
current,touch_preempt_book0.7_touch0.4_ask70_age180,16,17,11,6,22.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,1,20,13,7,50.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,2,20,14,6,184.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,4,20,13,7,70.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,5,20,8,12,-352.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,6,20,10,10,-258.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,7,20,14,6,78.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,8,20,12,8,-28.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,9,20,12,8,-67.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,10,20,11,9,-185.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,13,20,12,8,-109.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,15,20,12,8,-106.0
current,touch_preempt_book0.7_touch0.4_ask70_age300,16,17,11,6,22.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,1,20,13,7,50.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,2,20,14,6,184.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,3,20,15,5,168.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,4,20,13,7,70.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,5,20,8,12,-352.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,6,20,10,10,-258.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,7,20,14,6,78.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,8,20,12,8,-28.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,9,20,12,8,-67.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,10,20,11,9,-185.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,11,20,11,9,-187.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,12,20,11,9,-160.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,13,20,12,8,-109.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,14,20,15,5,174.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,15,20,12,8,-106.0
current,touch_preempt_book0.7_touch0.4_ask70_age600,16,17,11,6,22.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,1,20,15,5,232.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,2,20,12,8,-124.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,3,20,14,6,47.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,4,20,14,6,103.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,5,20,8,12,-437.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,6,20,12,8,-92.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,7,20,16,4,220.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,8,20,14,6,109.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,9,20,14,6,73.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,10,20,15,5,157.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,11,20,11,9,-234.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,12,20,12,8,-138.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,14,20,16,4,228.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,15,20,11,9,-270.0
current,touch_preempt_book0.7_touch0.45_ask55_age180,16,17,13,4,162.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,1,20,14,6,140.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,2,20,12,8,-124.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,3,20,14,6,47.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,4,20,14,6,103.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,5,20,6,14,-592.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,6,20,12,8,-92.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,7,20,15,5,127.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,8,20,14,6,109.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,9,20,14,6,103.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,10,20,15,5,157.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,11,20,10,10,-319.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,12,20,12,8,-138.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,14,20,16,4,228.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,15,20,11,9,-270.0
current,touch_preempt_book0.7_touch0.45_ask55_age300,16,17,13,4,162.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,1,20,14,6,140.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,2,20,12,8,-124.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,3,20,14,6,47.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,4,20,14,6,103.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,5,20,6,14,-592.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,6,20,12,8,-92.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,7,20,15,5,127.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,8,20,14,6,109.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,9,20,14,6,103.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,10,20,15,5,157.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,11,20,10,10,-319.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,12,20,12,8,-138.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,14,20,16,4,228.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,15,20,11,9,-270.0
current,touch_preempt_book0.7_touch0.45_ask55_age600,16,17,13,4,162.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,1,20,15,5,231.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,2,20,13,7,-16.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,3,20,15,5,159.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,4,20,16,4,312.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,5,20,7,13,-527.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,6,20,10,10,-279.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,7,20,15,5,121.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,8,20,13,7,15.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,9,20,13,7,-26.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,10,20,14,6,68.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,11,20,11,9,-234.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,12,20,10,10,-330.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,14,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,15,20,11,9,-270.0
current,touch_preempt_book0.7_touch0.45_ask60_age180,16,17,13,4,172.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,1,20,14,6,139.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,2,20,13,7,-16.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,3,20,15,5,159.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,4,20,16,4,312.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,5,20,6,14,-593.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,6,20,10,10,-279.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,7,20,14,6,28.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,8,20,13,7,15.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,9,20,13,7,4.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,10,20,14,6,68.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,11,20,10,10,-319.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,12,20,10,10,-330.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,14,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,15,20,10,10,-366.0
current,touch_preempt_book0.7_touch0.45_ask60_age300,16,17,12,5,78.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,1,20,14,6,139.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,2,20,13,7,-16.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,3,20,15,5,159.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,4,20,16,4,312.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,5,20,6,14,-593.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,6,20,10,10,-279.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,7,20,14,6,28.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,8,20,13,7,15.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,9,20,13,7,4.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,10,20,13,7,-26.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,11,20,10,10,-319.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,12,20,10,10,-330.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,14,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,15,20,10,10,-366.0
current,touch_preempt_book0.7_touch0.45_ask60_age600,16,17,12,5,78.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,1,20,15,5,231.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,2,20,13,7,-16.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,3,20,15,5,159.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,4,20,16,4,312.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,5,20,7,13,-527.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,6,20,10,10,-279.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,7,20,15,5,121.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,8,20,13,7,15.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,9,20,13,7,-20.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,10,20,12,8,-130.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,11,20,11,9,-234.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,12,20,10,10,-330.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,14,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,15,20,11,9,-270.0
current,touch_preempt_book0.7_touch0.45_ask70_age180,16,17,13,4,172.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,1,20,14,6,139.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,2,20,13,7,-16.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,3,20,15,5,159.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,4,20,16,4,312.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,5,20,6,14,-593.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,6,20,10,10,-279.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,7,20,14,6,28.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,8,20,13,7,15.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,9,20,13,7,10.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,10,20,12,8,-130.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,11,20,10,10,-319.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,12,20,10,10,-330.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,14,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,15,20,10,10,-366.0
current,touch_preempt_book0.7_touch0.45_ask70_age300,16,17,12,5,78.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,1,20,14,6,139.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,2,20,14,6,88.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,3,20,15,5,159.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,4,20,16,4,312.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,5,20,6,14,-593.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,6,20,10,10,-279.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,7,20,14,6,28.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,8,20,13,7,15.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,9,20,13,7,10.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,10,20,12,8,-130.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,11,20,10,10,-319.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,12,20,10,10,-330.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,13,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,14,20,15,5,135.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,15,20,10,10,-366.0
current,touch_preempt_book0.7_touch0.45_ask70_age600,16,17,12,5,78.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,1,20,12,8,-123.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,2,20,14,6,59.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,3,20,15,5,139.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,4,20,15,5,183.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,5,20,11,9,-208.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,6,20,12,8,-129.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,7,20,16,4,220.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,8,20,17,3,356.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,9,20,14,6,73.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,10,20,16,4,246.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,11,20,12,8,-171.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,12,20,12,8,-160.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,13,20,16,4,227.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,14,20,17,3,318.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,15,20,12,8,-183.0
current,touch_preempt_book0.7_touch0.5_ask55_age180,16,17,12,5,49.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,1,20,12,8,-123.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,2,20,14,6,59.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,3,20,15,5,139.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,4,20,15,5,183.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,5,20,11,9,-208.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,6,20,12,8,-129.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,7,20,16,4,220.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,8,20,17,3,356.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,9,20,13,7,-15.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,10,20,16,4,246.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,11,20,12,8,-171.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,12,20,12,8,-160.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,13,20,16,4,227.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,14,20,17,3,318.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,15,20,12,8,-183.0
current,touch_preempt_book0.7_touch0.5_ask55_age300,16,17,12,5,49.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,1,20,12,8,-123.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,2,20,14,6,59.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,3,20,15,5,139.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,4,20,15,5,183.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,5,20,10,10,-296.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,6,20,12,8,-129.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,7,20,16,4,220.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,8,20,17,3,356.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,9,20,13,7,-15.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,10,20,16,4,246.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,11,20,12,8,-171.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,12,20,12,8,-160.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,13,20,16,4,227.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,14,20,17,3,318.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,15,20,12,8,-183.0
current,touch_preempt_book0.7_touch0.5_ask55_age600,16,17,12,5,49.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,1,20,14,6,90.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,2,20,12,8,-133.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,3,20,15,5,139.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,4,20,15,5,183.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,5,20,11,9,-208.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,6,20,11,9,-228.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,7,20,16,4,220.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,8,20,16,4,260.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,9,20,14,6,73.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,10,20,16,4,246.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,11,20,12,8,-171.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,12,20,11,9,-256.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,13,20,15,5,130.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,14,20,17,3,318.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,15,20,12,8,-183.0
current,touch_preempt_book0.7_touch0.5_ask60_age180,16,17,11,6,-44.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,1,20,14,6,90.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,2,20,12,8,-133.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,3,20,15,5,139.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,4,20,15,5,183.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,5,20,11,9,-208.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,6,20,11,9,-228.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,7,20,16,4,220.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,8,20,16,4,260.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,9,20,13,7,-15.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,10,20,16,4,246.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,11,20,10,10,-361.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,12,20,11,9,-256.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,13,20,15,5,130.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,14,20,17,3,318.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,15,20,12,8,-183.0
current,touch_preempt_book0.7_touch0.5_ask60_age300,16,17,11,6,-44.0
