chooser,min_score,ask_max,min_seconds_to_close,gate,label,coverage_pass,target_pass,nondegenerate_pass,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_median_ask,all_median_seconds_to_close,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_median_ask,train_median_seconds_to_close,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_median_ask,validation_median_seconds_to_close,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_median_ask,holdout_median_seconds_to_close
score_min_book_rv15,0.7,100.0,0.0,spread<=4,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=0; spread<=4,True,False,False,0.8360655737704918,0.9838709677419355,306,258,48,307,0.8431372549019608,0.996742671009772,80.0,593.4915,184,153,31,184,0.8315217391304348,1.0,80.0,587.62,61,51,10,61,0.8360655737704918,1.0,79.0,648.904,61,54,7,62,0.8852459016393442,0.9838709677419355,82.0,588.606
score_min_book_rv15,0.7,100.0,0.0,margin_rv15>=0,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=0; margin_rv15>=0,True,False,False,0.8360655737704918,0.9838709677419355,306,258,48,307,0.8431372549019608,0.996742671009772,80.0,593.4915,184,153,31,184,0.8315217391304348,1.0,80.0,587.62,61,51,10,61,0.8360655737704918,1.0,79.0,648.904,61,54,7,62,0.8852459016393442,0.9838709677419355,82.0,588.606
brownian_p_rv_15m,0.7,100.0,0.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=0,True,False,False,0.8360655737704918,0.9838709677419355,306,253,53,307,0.826797385620915,0.996742671009772,78.0,647.0165,184,149,35,184,0.8097826086956522,1.0,78.0,645.604,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,61,53,8,62,0.8688524590163934,0.9838709677419355,80.0,595.372
brownian_p_rv_15m,0.7,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8360655737704918,0.9838709677419355,306,253,53,307,0.826797385620915,0.996742671009772,78.0,647.0165,184,149,35,184,0.8097826086956522,1.0,78.0,645.604,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,61,53,8,62,0.8688524590163934,0.9838709677419355,80.0,595.372
brownian_p_rv_15m,0.7,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8360655737704918,0.9838709677419355,306,253,53,307,0.826797385620915,0.996742671009772,78.0,647.0165,184,149,35,184,0.8097826086956522,1.0,78.0,645.604,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,61,53,8,62,0.8688524590163934,0.9838709677419355,80.0,595.372
brownian_p_rv_15m,0.7,100.0,0.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=0; spread<=4,True,False,False,0.8360655737704918,0.9838709677419355,306,253,53,307,0.826797385620915,0.996742671009772,78.0,647.0165,184,149,35,184,0.8097826086956522,1.0,78.0,645.604,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,61,53,8,62,0.8688524590163934,0.9838709677419355,80.0,595.372
brownian_p_rv_15m,0.7,100.0,0.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=0; margin_rv15>=0,True,False,False,0.8360655737704918,0.9838709677419355,306,253,53,307,0.826797385620915,0.996742671009772,78.0,647.0165,184,149,35,184,0.8097826086956522,1.0,78.0,645.604,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,61,53,8,62,0.8688524590163934,0.9838709677419355,80.0,595.372
brownian_p_rv_15m,0.7,100.0,60.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=60,True,False,False,0.8360655737704918,0.967741935483871,302,249,53,307,0.8245033112582781,0.9837133550488599,78.0,647.4375,181,146,35,184,0.8066298342541437,0.9836956521739131,78.0,647.383,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,60,52,8,62,0.8666666666666667,0.967741935483871,80.0,597.6579999999999
brownian_p_rv_15m,0.7,100.0,60.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8360655737704918,0.967741935483871,302,249,53,307,0.8245033112582781,0.9837133550488599,78.0,647.4375,181,146,35,184,0.8066298342541437,0.9836956521739131,78.0,647.383,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,60,52,8,62,0.8666666666666667,0.967741935483871,80.0,597.6579999999999
brownian_p_rv_15m,0.7,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8360655737704918,0.967741935483871,302,249,53,307,0.8245033112582781,0.9837133550488599,78.0,647.4375,181,146,35,184,0.8066298342541437,0.9836956521739131,78.0,647.383,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,60,52,8,62,0.8666666666666667,0.967741935483871,80.0,597.6579999999999
brownian_p_rv_15m,0.7,100.0,60.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=60; spread<=4,True,False,False,0.8360655737704918,0.967741935483871,302,249,53,307,0.8245033112582781,0.9837133550488599,78.0,647.4375,181,146,35,184,0.8066298342541437,0.9836956521739131,78.0,647.383,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,60,52,8,62,0.8666666666666667,0.967741935483871,80.0,597.6579999999999
brownian_p_rv_15m,0.7,100.0,60.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=60; margin_rv15>=0,True,False,False,0.8360655737704918,0.967741935483871,302,249,53,307,0.8245033112582781,0.9837133550488599,78.0,647.4375,181,146,35,184,0.8066298342541437,0.9836956521739131,78.0,647.383,61,51,10,61,0.8360655737704918,1.0,77.0,649.471,60,52,8,62,0.8666666666666667,0.967741935483871,80.0,597.6579999999999
score_mean_book_rv15_drift5,0.8,100.0,0.0,none,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=100; sec_to_close>=0,True,False,False,0.8360655737704918,0.9838709677419355,306,256,50,307,0.8366013071895425,0.996742671009772,80.0,604.799,184,153,31,184,0.8315217391304348,1.0,80.5,590.097,61,51,10,61,0.8360655737704918,1.0,80.0,649.471,61,52,9,62,0.8524590163934426,0.9838709677419355,81.0,599.944
score_mean_book_rv15_drift5,0.8,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8360655737704918,0.9838709677419355,306,256,50,307,0.8366013071895425,0.996742671009772,80.0,604.799,184,153,31,184,0.8315217391304348,1.0,80.5,590.097,61,51,10,61,0.8360655737704918,1.0,80.0,649.471,61,52,9,62,0.8524590163934426,0.9838709677419355,81.0,599.944
score_mean_book_rv15_drift5,0.8,100.0,0.0,spread<=4,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=100; sec_to_close>=0; spread<=4,True,False,False,0.8360655737704918,0.9838709677419355,306,256,50,307,0.8366013071895425,0.996742671009772,80.0,604.799,184,153,31,184,0.8315217391304348,1.0,81.0,590.097,61,51,10,61,0.8360655737704918,1.0,80.0,649.471,61,52,9,62,0.8524590163934426,0.9838709677419355,81.0,599.944
score_mean_book_rv15_drift5,0.8,100.0,0.0,margin_rv15>=0,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=100; sec_to_close>=0; margin_rv15>=0,True,False,False,0.8360655737704918,0.9838709677419355,306,256,50,307,0.8366013071895425,0.996742671009772,80.0,604.799,184,153,31,184,0.8315217391304348,1.0,80.5,590.097,61,51,10,61,0.8360655737704918,1.0,80.0,649.471,61,52,9,62,0.8524590163934426,0.9838709677419355,81.0,599.944
score_mean_book_rv15_drift5,0.8,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8360655737704918,0.9838709677419355,306,256,50,307,0.8366013071895425,0.996742671009772,80.5,599.2495,184,153,31,184,0.8315217391304348,1.0,81.0,588.279,61,51,10,61,0.8360655737704918,1.0,80.0,649.471,61,52,9,62,0.8524590163934426,0.9838709677419355,81.0,595.372
brownian_p_rv_15m,0.7,100.0,120.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=120,True,False,False,0.8333333333333334,0.9516129032258065,295,243,52,307,0.823728813559322,0.9609120521172638,78.0,648.741,176,142,34,184,0.8068181818181818,0.9565217391304348,78.0,648.715,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,100.0,120.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8333333333333334,0.9516129032258065,295,243,52,307,0.823728813559322,0.9609120521172638,78.0,648.741,176,142,34,184,0.8068181818181818,0.9565217391304348,78.0,648.715,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,100.0,120.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8333333333333334,0.9516129032258065,295,243,52,307,0.823728813559322,0.9609120521172638,78.0,648.741,176,142,34,184,0.8068181818181818,0.9565217391304348,78.0,648.715,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,100.0,120.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=120; spread<=4,True,False,False,0.8333333333333334,0.9516129032258065,295,243,52,307,0.823728813559322,0.9609120521172638,78.0,648.741,176,142,34,184,0.8068181818181818,0.9565217391304348,78.0,648.715,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,100.0,120.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=100; sec_to_close>=120; margin_rv15>=0,True,False,False,0.8333333333333334,0.9516129032258065,295,243,52,307,0.823728813559322,0.9609120521172638,78.0,648.741,176,142,34,184,0.8068181818181818,0.9565217391304348,78.0,648.715,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,0.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=0,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,0.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=0; spread<=4,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,0.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=0; margin_rv15>=0,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,60.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=60,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,60.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,60.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,60.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=60; spread<=4,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,60.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=60; margin_rv15>=0,True,False,False,0.8333333333333334,0.9516129032258065,297,244,53,307,0.8215488215488216,0.9674267100977199,78.0,648.124,178,143,35,184,0.8033707865168539,0.967391304347826,78.0,647.7135000000001,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,59,51,8,62,0.864406779661017,0.9516129032258065,80.0,599.944
brownian_p_rv_15m,0.7,95.0,120.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=120,True,False,False,0.8333333333333334,0.9354838709677419,293,241,52,307,0.8225255972696246,0.9543973941368078,78.0,648.904,175,141,34,184,0.8057142857142857,0.9510869565217391,78.0,649.413,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,58,50,8,62,0.8620689655172413,0.9354838709677419,80.0,622.663
brownian_p_rv_15m,0.7,95.0,120.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8333333333333334,0.9354838709677419,293,241,52,307,0.8225255972696246,0.9543973941368078,78.0,648.904,175,141,34,184,0.8057142857142857,0.9510869565217391,78.0,649.413,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,58,50,8,62,0.8620689655172413,0.9354838709677419,80.0,622.663
brownian_p_rv_15m,0.7,95.0,120.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8333333333333334,0.9354838709677419,293,241,52,307,0.8225255972696246,0.9543973941368078,78.0,648.904,175,141,34,184,0.8057142857142857,0.9510869565217391,78.0,649.413,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,58,50,8,62,0.8620689655172413,0.9354838709677419,80.0,622.663
brownian_p_rv_15m,0.7,95.0,120.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=120; spread<=4,True,False,False,0.8333333333333334,0.9354838709677419,293,241,52,307,0.8225255972696246,0.9543973941368078,78.0,648.904,175,141,34,184,0.8057142857142857,0.9510869565217391,78.0,649.413,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,58,50,8,62,0.8620689655172413,0.9354838709677419,80.0,622.663
brownian_p_rv_15m,0.7,95.0,120.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=95; sec_to_close>=120; margin_rv15>=0,True,False,False,0.8333333333333334,0.9354838709677419,293,241,52,307,0.8225255972696246,0.9543973941368078,78.0,648.904,175,141,34,184,0.8057142857142857,0.9510869565217391,78.0,649.413,60,50,10,61,0.8333333333333334,0.9836065573770492,77.0,650.0575,58,50,8,62,0.8620689655172413,0.9354838709677419,80.0,622.663
score_regime_blend,0.8,100.0,60.0,none,choose=score_regime_blend; score_regime_blend>=0.8; ask<=100; sec_to_close>=60,True,False,False,0.8305084745762712,0.9672131147540983,298,253,45,307,0.8489932885906041,0.9706840390879479,83.0,586.3975,179,151,28,184,0.8435754189944135,0.9728260869565217,83.0,545.275,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,60,53,7,62,0.8833333333333333,0.967741935483871,84.0,551.2725
score_regime_blend,0.8,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_regime_blend; score_regime_blend>=0.8; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8305084745762712,0.9672131147540983,298,253,45,307,0.8489932885906041,0.9706840390879479,83.0,586.3975,179,151,28,184,0.8435754189944135,0.9728260869565217,83.0,545.275,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,60,53,7,62,0.8833333333333333,0.967741935483871,84.0,551.2725
score_regime_blend,0.8,100.0,60.0,spread<=4,choose=score_regime_blend; score_regime_blend>=0.8; ask<=100; sec_to_close>=60; spread<=4,True,False,False,0.8305084745762712,0.9672131147540983,298,253,45,307,0.8489932885906041,0.9706840390879479,83.0,586.3975,179,151,28,184,0.8435754189944135,0.9728260869565217,83.0,545.275,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,60,53,7,62,0.8833333333333333,0.967741935483871,84.0,551.2725
score_regime_blend,0.8,100.0,60.0,margin_rv15>=0,choose=score_regime_blend; score_regime_blend>=0.8; ask<=100; sec_to_close>=60; margin_rv15>=0,True,False,False,0.8305084745762712,0.9672131147540983,298,253,45,307,0.8489932885906041,0.9706840390879479,83.0,586.3975,179,151,28,184,0.8435754189944135,0.9728260869565217,83.0,545.275,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,60,53,7,62,0.8833333333333333,0.967741935483871,84.0,551.2725
score_regime_blend,0.8,100.0,60.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_regime_blend; score_regime_blend>=0.8; ask<=100; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8305084745762712,0.9672131147540983,298,253,45,307,0.8489932885906041,0.9706840390879479,83.0,586.0699999999999,179,151,28,184,0.8435754189944135,0.9728260869565217,83.0,539.586,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,60,53,7,62,0.8833333333333333,0.967741935483871,84.5,551.2725
score_min_book_rv15,0.7,100.0,60.0,none,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=60,True,False,False,0.8305084745762712,0.9672131147540983,300,252,48,307,0.84,0.9771986970684039,80.0,596.175,181,150,31,184,0.8287292817679558,0.9836956521739131,79.0,588.525,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,60,53,7,62,0.8833333333333333,0.967741935483871,82.0,589.49
score_min_book_rv15,0.7,100.0,60.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8305084745762712,0.9672131147540983,300,252,48,307,0.84,0.9771986970684039,80.0,596.175,181,150,31,184,0.8287292817679558,0.9836956521739131,79.0,588.525,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,60,53,7,62,0.8833333333333333,0.967741935483871,82.0,589.49
score_min_book_rv15,0.7,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8305084745762712,0.9672131147540983,300,252,48,307,0.84,0.9771986970684039,80.0,596.175,181,150,31,184,0.8287292817679558,0.9836956521739131,79.0,588.525,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,60,53,7,62,0.8833333333333333,0.967741935483871,82.0,589.49
score_min_book_rv15,0.7,100.0,60.0,spread<=4,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=60; spread<=4,True,False,False,0.8305084745762712,0.9672131147540983,300,252,48,307,0.84,0.9771986970684039,80.0,596.175,181,150,31,184,0.8287292817679558,0.9836956521739131,80.0,588.525,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,60,53,7,62,0.8833333333333333,0.967741935483871,82.0,589.49
score_min_book_rv15,0.7,100.0,60.0,margin_rv15>=0,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=100; sec_to_close>=60; margin_rv15>=0,True,False,False,0.8305084745762712,0.9672131147540983,300,252,48,307,0.84,0.9771986970684039,80.0,596.175,181,150,31,184,0.8287292817679558,0.9836956521739131,79.0,588.525,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,60,53,7,62,0.8833333333333333,0.967741935483871,82.0,589.49
score_regime_blend,0.8,95.0,0.0,none,choose=score_regime_blend; score_regime_blend>=0.8; ask<=95; sec_to_close>=0,True,False,False,0.8305084745762712,0.9516129032258065,295,250,45,307,0.847457627118644,0.9609120521172638,83.0,586.589,177,149,28,184,0.8418079096045198,0.9619565217391305,83.0,557.139,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,59,52,7,62,0.8813559322033898,0.9516129032258065,84.0,558.568
score_regime_blend,0.8,95.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_regime_blend; score_regime_blend>=0.8; ask<=95; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,False,False,0.8305084745762712,0.9516129032258065,295,250,45,307,0.847457627118644,0.9609120521172638,83.0,586.589,177,149,28,184,0.8418079096045198,0.9619565217391305,83.0,557.139,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,59,52,7,62,0.8813559322033898,0.9516129032258065,84.0,558.568
score_regime_blend,0.8,95.0,0.0,margin_rv15>=0,choose=score_regime_blend; score_regime_blend>=0.8; ask<=95; sec_to_close>=0; margin_rv15>=0,True,False,False,0.8305084745762712,0.9516129032258065,295,250,45,307,0.847457627118644,0.9609120521172638,83.0,586.589,177,149,28,184,0.8418079096045198,0.9619565217391305,83.0,557.139,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,59,52,7,62,0.8813559322033898,0.9516129032258065,84.0,558.568
score_regime_blend,0.8,95.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_regime_blend; score_regime_blend>=0.8; ask<=95; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8305084745762712,0.9516129032258065,295,250,45,307,0.847457627118644,0.9609120521172638,83.0,586.206,177,149,28,184,0.8418079096045198,0.9619565217391305,83.0,545.275,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,59,52,7,62,0.8813559322033898,0.9516129032258065,84.0,558.568
score_regime_blend,0.8,95.0,0.0,spread<=4,choose=score_regime_blend; score_regime_blend>=0.8; ask<=95; sec_to_close>=0; spread<=4,True,False,False,0.8305084745762712,0.9516129032258065,294,249,45,307,0.8469387755102041,0.9576547231270358,83.0,587.167,176,148,28,184,0.8409090909090909,0.9565217391304348,83.0,558.1279999999999,59,49,10,61,0.8305084745762712,0.9672131147540983,81.0,633.116,59,52,7,62,0.8813559322033898,0.9516129032258065,84.0,558.568
score_min_book_rv15,0.7,95.0,0.0,none,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=95; sec_to_close>=0,True,False,False,0.8305084745762712,0.9516129032258065,295,247,48,307,0.8372881355932204,0.9609120521172638,80.0,599.231,177,146,31,184,0.8248587570621468,0.9619565217391305,79.0,590.625,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,59,52,7,62,0.8813559322033898,0.9516129032258065,82.0,590.374
score_min_book_rv15,0.7,95.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=95; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.8305084745762712,0.9516129032258065,295,247,48,307,0.8372881355932204,0.9609120521172638,80.0,599.231,177,146,31,184,0.8248587570621468,0.9619565217391305,79.0,590.625,59,49,10,61,0.8305084745762712,0.9672131147540983,78.0,649.471,59,52,7,62,0.8813559322033898,0.9516129032258065,82.0,590.374
